Key,Page,Section,English,Thai,Notes
home.title,homepage,META & SEO,Review My Emails | Email List Cleaning That Tells You What to Do,Review My Emails | บริการล้างรายชื่ออีเมลที่บอกคุณว่าต้องทำอะไร,"DNT ""Review My Emails"""
home.meta_desc,homepage,META & SEO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do. Clear labels: Keep, Monitor, Suppress. With the reasoning behind each one.","เครื่องมือตรวจสอบเห็นแค่ที่อยู่ เราเห็นรูปแบบ บริบท และความเสี่ยง แล้วบอกคุณอย่างชัดเจนว่าต้องทำอะไร ป้ายกำกับชัดเจน: เก็บ (Keep), เฝ้าระวัง (Monitor), ระงับ (Suppress) พร้อมเหตุผลเบื้องหลังแต่ละข้อ","DNT Keep/Monitor/Suppress"
home.og_title,homepage,META & SEO,Review My Emails | Email List Cleaning That Tells You What to Do,Review My Emails | บริการล้างรายชื่ออีเมลที่บอกคุณว่าต้องทำอะไร,"Same as title, for social sharing"
home.og_desc,homepage,META & SEO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do.","เครื่องมือตรวจสอบเห็นแค่ที่อยู่ เราเห็นรูปแบบ ระบุความเสี่ยงและบอกขั้นตอนต่อไปให้คุณทราบอย่างชัดเจน","For social sharing"
home.hero_badge,homepage,HERO,By Yanna-Torry Aspraki,โดย Yanna-Torry Aspraki,DNT name
home.hero_headline_1,homepage,HERO,Stop guessing what is wrong with your list.,เลิกเดาว่าเกิดอะไรขึ้นกับรายชื่อของคุณ,First line of headline
home.hero_headline_2,homepage,HERO,We find the problems tools miss.,เราพบปัญหาที่เครื่องมือมองข้าม,Second line, highlighted
home.hero_subhead,homepage,HERO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do.","เครื่องมือตรวจสอบเห็นแค่ที่อยู่ เราวิเคราะห์รูปแบบและความเสี่ยง แล้วบอกคุณอย่างชัดเจนว่าต้องทำอะไร",
home.cta_primary,homepage,HERO,Get My List Cleaned,ล้างรายชื่อของฉัน,Main CTA button
home.hero_bridge,homepage,HERO,Most email inboxing and deliverability problems trace back to list quality.,ปัญหาส่วนใหญ่ของการส่งอีเมลเข้า Inbox และ Deliverability เกิดจากคุณภาพของรายชื่อ,
home.hero_quiz_prefix,homepage,HERO,Not sure yet?,ยังไม่แน่ใจใช่ไหม?,
home.hero_quiz_link,homepage,HERO,Take the 2-minute risk check,ทำแบบประเมินความเสี่ยง 2 นาที,
dfy.hero_title,done-for-you,HERO,Validators check addresses. I read risk.,ตัวตรวจสอบเช็คที่อยู่ ฉันอ่านความเสี่ยง,
dfy.hero_subtitle,done-for-you,HERO,"Your list isn't broken. The assumptions behind it are. I read lists the way experience taught me, not the way software defaults to.","รายชื่อของคุณไม่ได้เสีย สมมติฐานเบื้องหลังต่างหากที่ผิด ฉันอ่านรายชื่อตามประสบการณ์ที่สอนมา ไม่ใช่ตามค่าเริ่มต้นของซอฟต์แวร์",
dfy.hero_cta,done-for-you,HERO,Get My List Cleaned,ล้างรายชื่อของฉัน,
dfy.hero_cta_secondary,done-for-you,HERO,Contact Us First,ติดต่อเราก่อน,
dfy.output_title,done-for-you,OUTPUT,What You Get Back,สิ่งที่คุณจะได้รับกลับมา,
dfy.output_subtitle,done-for-you,OUTPUT,"Your list sorted into three buckets, with the labels and reasoning behind each decision.","รายชื่อของคุณถูกจัดเป็นสามกลุ่ม พร้อมป้ายกำกับและเหตุผลเบื้องหลังการตัดสินใจแต่ละรายการ",
dfy.output_safe,done-for-you,OUTPUT,Safe to Mail,ปลอดภัยในการส่ง (Safe),
dfy.output_safe_desc,done-for-you,OUTPUT,"No flags found. Domain checks out, validation passed, no risk signals. These are clear to send.","ไม่พบธงเตือน โดเมนผ่านการตรวจสอบ การตรวจสอบผ่าน ไม่มีสัญญาณความเสี่ยง รายการเหล่านี้ส่งได้ปลอดภัย",
dfy.output_yellow,done-for-you,OUTPUT,Yellow Flags,ธงเหลือง (Yellow Flags),
dfy.output_yellow_desc,done-for-you,OUTPUT,Each address comes with specific labels explaining why it landed here. Context matters. How you segment and send to these decides the outcome.,แต่ละที่อยู่มีป้ายกำกับเฉพาะอธิบายว่าทำไมถึงอยู่ที่นี่ บริบทสำคัญมาก วิธีที่คุณจัดกลุ่มและส่งหาคนกลุ่มนี้จะกำหนดผลลัพธ์,
dfy.output_donotmail,done-for-you,OUTPUT,Do Not Mail,ห้ามส่ง (Do Not Mail),
dfy.output_donotmail_desc,done-for-you,OUTPUT,"Each address comes with specific labels explaining why. Invalid, trap-likely, disposable, or other risk signals. Don't send here.","แต่ละที่อยู่มีป้ายกำกับอธิบายเหตุผล ไม่ถูกต้อง (Invalid), น่าจะเป็นกับดัก (Trap), ใช้แล้วทิ้ง (Disposable) หรือสัญญาณความเสี่ยงอื่นๆ อย่าส่งหาคนกลุ่มนี้",
dfy.output_note,done-for-you,OUTPUT,You also get the validation and DNS data that informed each decision. Not just buckets. The full picture.,คุณยังได้รับข้อมูลการตรวจสอบและ DNS ที่ใช้ประกอบการตัดสินใจ ไม่ใช่แค่การจัดกลุ่ม แต่เป็นภาพรวมทั้งหมด,
dfy.howread_title,done-for-you,HOW I READ,How I Read Your List,ฉันอ่านรายชื่อของคุณอย่างไร,
dfy.howread_beyond,done-for-you,HOW I READ,I Look Beyond the Address,ฉันมองข้ามแค่ที่อยู่,
dfy.howread_beyond_desc,done-for-you,HOW I READ,"Domain behavior, history, and patterns across your entire list. Context, not just existence. An address that ""works"" can still be dangerous.","พฤติกรรมโดเมน ประวัติ และรูปแบบทั่วทั้งรายชื่อของคุณ บริบท ไม่ใช่แค่การมีอยู่ ที่อยู่ที่ ""ใช้ได้"" ก็ยังอาจอันตรายได้",
dfy.howread_miss,done-for-you,HOW I READ,I Check What Others Miss,ฉันตรวจสอบสิ่งที่คนอื่นพลาด,
dfy.howread_miss_desc,done-for-you,HOW I READ,"Traps, role accounts, toxic domains, disposable patterns. The things that don't bounce but still hurt you. I've learned what to look for.","กับดัก (Traps), บัญชีหน้าที่ (Role Accounts), โดเมนพิษ, รูปแบบใช้แล้วทิ้ง สิ่งที่ไม่ตีกลับ (Bounce) แต่ยังทำร้ายคุณ ฉันรู้ว่าต้องมองหาอะไร",
dfy.howread_reasoning,done-for-you,HOW I READ,I Explain My Reasoning,ฉันอธิบายเหตุผลของฉัน,
dfy.howread_reasoning_desc,done-for-you,HOW I READ,"Not just labels. You get the thinking behind each decision so you understand why, and can make smarter calls next time.","ไม่ใช่แค่ป้ายกำกับ คุณได้รับแนวคิดเบื้องหลังการตัดสินใจเพื่อให้เข้าใจเหตุผล และตัดสินใจได้ฉลาดยิ่งขึ้นในครั้งต่อไป",
sos.badge,sos-hotline,HERO,Free Service,บริการฟรี,
sos.title,sos-hotline,HERO,Email SOS Hotline,สายด่วนอีเมล SOS,DNT SOS Hotline
sos.subtitle,sos-hotline,HERO,"Free expert guidance for anyone with an email question. No sales pitch. No catch. Just honest answers from a deliverability specialist who gets emails into inboxes for a living.","คำแนะนำจากผู้เชี่ยวชาญฟรีสำหรับทุกคนที่มีคำถามเรื่องอีเมล ไม่มีการขาย ไม่มีเงื่อนไขแอบแฝง มีแต่คำตอบที่จริงใจจากผู้เชี่ยวชาญด้าน Deliverability ที่ทำให้อีเมลเข้า Inbox เป็นอาชีพ",
sos.cta,sos-hotline,HERO,Contact the SOS Hotline,ติดต่อสายด่วน SOS,DNT SOS Hotline
sos.note,sos-hotline,HERO,"Within 48 hours. Often sooner.","ภายใน 48 ชั่วโมง บ่อยครั้งเร็วกว่านั้น",
sos.how_title,sos-hotline,HOW IT WORKS,How It Works,ขั้นตอนการทำงาน,
sos.testimonials_title,sos-hotline,TESTIMONIALS,What People Say,เสียงตอบรับจากผู้ใช้,
sos.why_title,sos-hotline,WHY FREE,Why Is This Free?,ทำไมถึงฟรี?,
sos.why_free_p1,sos-hotline,WHY FREE,"We offer real help without charging because it is the right thing to do.","เราเสนอความช่วยเหลือจริงโดยไม่คิดเงิน เพียงเพราะมันเป็นสิ่งที่ควรทำ",
sos.final_cta_subtext,sos-hotline,FINAL CTA,"Email us. Within 48 hours. Often sooner.","ส่งอีเมลหาเรา ภายใน 48 ชั่วโมง บ่อยครั้งเร็วกว่านั้น",
sos.how_step1,sos-hotline,HOW IT WORKS,You send an email to the SOS Hotline,คุณส่งอีเมลไปที่สายด่วน SOS,DNT SOS Hotline
sos.how_step2,sos-hotline,HOW IT WORKS,You receive an automatic reply confirming we got it,คุณจะได้รับอีเมลตอบกลับอัตโนมัติยืนยันว่าเราได้รับเรื่องแล้ว,
sos.how_step3,sos-hotline,HOW IT WORKS,YT personally reads and responds within 48 hours,Yanna-Torry อ่านด้วยตัวเองและตอบกลับภายใน 48 ชั่วโมง,DNT YT
pricing.sos_desc,pricing,SOS,Free expert support for deliverability questions. No data touched. No list processed. Just honest answers.,สนับสนุนด้าน Deliverability ฟรีโดยผู้เชี่ยวชาญ ไม่แตะต้องข้อมูล ไม่ประมวลผลรายชื่อ มีแต่คำตอบที่จริงใจ,
pricing.sos_card_desc,pricing,SOS,"Ask any email question. Get a real answer from a real expert. No sales pitch, no strings attached.","ถามคำถามเรื่องอีเมลได้ทุกเรื่อง รับคำตอบจริงจากผู้เชี่ยวชาญตัวจริง ไม่มีการขาย ไม่มีข้อผูกมัด",
pricing.sos_status,pricing,SOS,"Use it before, during, or after cleaning to understand your situation.","ใช้ก่อน ระหว่าง หรือหลังการล้างรายชื่อเพื่อเข้าใจสถานการณ์ของคุณ",
sos.modal_subtitle,sos-hotline,MODAL,Tell us what's going on and we'll get back to you within 24-48 hours.,บอกเราว่าเกิดอะไรขึ้น และเราจะติดต่อกลับภายใน 24-48 ชั่วโมง,
sos.topics_headline,sos-hotline,TOPICS,If it touches email, we can help.,ถ้าเกี่ยวกับอีเมล เราช่วยได้,
sos.more_expert_cta,sos-hotline,BRIDGE,See the Process,ดูกระบวนการ,
Key,Page,Section,English,Thai,Notes
pricing.comp_them1,pricing,COMPARISON,Validators check if an inbox exists.,ตัวตรวจสอบเช็คว่า Inbox มีอยู่จริงหรือไม่,
pricing.comp_us1,pricing,COMPARISON,We assess whether sending there is safe.,เราประเมินว่าการส่งไปที่นั่นปลอดภัยหรือไม่,
pricing.comp_them2,pricing,COMPARISON,Validators give you a status.,ตัวตรวจสอบบอกสถานะให้คุณ,
pricing.comp_us2,pricing,COMPARISON,We give you the reasoning behind a decision.,เราบอกเหตุผลเบื้องหลังการตัดสินใจ,
pricing.comp_them3,pricing,COMPARISON,Validators flag what bounces.,ตัวตรวจสอบติดธงสิ่งที่ตีกลับ (Bounce),
pricing.comp_us3,pricing,COMPARISON,We flag what damages your reputation without bouncing.,เราติดธงสิ่งที่ทำลายชื่อเสียงของคุณโดยไม่ต้องตีกลับ,
pricing.comp_them4,pricing,COMPARISON,Validators process volume.,ตัวตรวจสอบเน้นปริมาณ,
pricing.comp_us4,pricing,COMPARISON,We interpret patterns across your entire list.,เราตีความรูปแบบทั่วทั้งรายชื่อของคุณ,
pricing.comp_them5,pricing,COMPARISON,Validators leave you guessing.,ตัวตรวจสอบปล่อยให้คุณเดาเอาเอง,
pricing.comp_us5,pricing,COMPARISON,We tell you what to do and why.,เราบอกคุณว่าต้องทำอะไรและทำไม,
pricing.compare_title,pricing,COMPARISON,What You Are Actually Paying For,สิ่งที่คุณกำลังจ่ายเงินให้จริงๆ,
pricing.compare_subtitle,pricing,COMPARISON,The difference between checking and interpreting.,ความแตกต่างระหว่างการตรวจสอบและการตีความ,
pricing.calc_heading,pricing,CALCULATOR,Calculate Your Price,คำนวณราคาของคุณ,
pricing.calc_intro,pricing,CALCULATOR,Simple. More volume, lower rate.,ง่ายๆ ปริมาณมาก ราคาต่อหน่วยยิ่งถูกลง,
pricing.calc_subtitle,pricing,CALCULATOR,Pay only for what you need. Credits never expire.,จ่ายเฉพาะสิ่งที่คุณต้องการ เครดิตไม่มีวันหมดอายุ,
pricing.calc_title,pricing,CALCULATOR,Pricing Calculator,เครื่องคำนวณราคา,
pricing.need_more,pricing,CALCULATOR,Need more than 1 million?,ต้องการมากกว่า 1 ล้าน?,
pricing.custom_pricing,pricing,CALCULATOR,for custom pricing.,เพื่อขอราคาพิเศษ,
pricing.contact_us,pricing,CALCULATOR,Contact us,ติดต่อเรา,
pricing.cta_clean_title,pricing,CTA,Get My List Cleaned,ล้างรายชื่อของฉัน,
pricing.cta_clean_desc,pricing,CTA,Done-for-you service. Send your list, get results.,บริการแบบครบวงจร ส่งรายชื่อมา รับผลลัพธ์กลับไป,
pricing.cta_waitlist_title,pricing,CTA,Join the Waitlist,เข้าร่วมรายชื่อรอ,
pricing.cta_waitlist_desc,pricing,CTA,Be first to access self-serve when it launches.,เป็นคนแรกที่ได้ใช้บริการแบบ Self-serve เมื่อเปิดตัว,
pricing.cta_help_title,pricing,CTA,Get Free Help,รับความช่วยเหลือฟรี,
pricing.cta_help_desc,pricing,CTA,Email our SOS hotline with your questions.,ส่งคำถามของคุณมาที่สายด่วน SOS ของเรา,DNT SOS Hotline
pricing.learn_more_btn,pricing,CTA,Learn More,เรียนรู้เพิ่มเติม,
pricing.option_guidance,pricing,OPTIONS,Guidance,คำแนะนำ,
pricing.option_execution,pricing,OPTIONS,Execution,การดำเนินการ,
pricing.option_automation,pricing,OPTIONS,Automation,ระบบอัตโนมัติ,
pricing.join,pricing,CONTENT,Join,เข้าร่วม,
pricing.get_started_btn,pricing,CONTENT,Get Started,เริ่มต้นใช้งาน,
pricing.questions_title,pricing,CONTENT,Questions?,มีคำถาม?,
pricing.waitlist_success_short,pricing,CONTENT,You're on the list!,คุณอยู่ในรายชื่อแล้ว!,
pricing.newsletter_opt,pricing,CONTENT,"Monthly deliverability insights (no spam, just signal)","ข้อมูลเชิงลึก Deliverability รายเดือน (ไม่มีสแปม มีแต่สาระ)",
pricing.for_custom,pricing,CONTENT,for custom pricing.,เพื่อขอราคาพิเศษ,
pricing.learn_more_sos,pricing,CONTENT,Learn More About SOS Hotline,เรียนรู้เพิ่มเติมเกี่ยวกับสายด่วน SOS,DNT SOS Hotline
pricing.free_help_title,pricing,FREE HELP,Free Email Help,ความช่วยเหลือเรื่องอีเมลฟรี,
pricing.free_help_desc,pricing,FREE HELP,"Ask any email question. Get a real answer from a real expert. No sales pitch, no strings attached.","ถามคำถามเรื่องอีเมลได้ทุกเรื่อง รับคำตอบจริงจากผู้เชี่ยวชาญตัวจริง ไม่มีการขาย ไม่มีข้อผูกมัด",
pricing.hero_headline1,pricing,HERO,Beyond Validation.,เหนือกว่าการตรวจสอบ (Validation),
pricing.hero_headline2,pricing,HERO,We Tell You What Your List Means.,เราบอกคุณว่ารายชื่อของคุณหมายความว่าอย่างไร,
pricing.hero_subhead,pricing,HERO,"Not just pass/fail. Every address comes with reasoning so you know what to keep, what to monitor, and what to suppress.","ไม่ใช่แค่ผ่าน/ไม่ผ่าน ทุกที่อยู่มีเหตุผลประกอบ เพื่อให้คุณรู้ว่าควรเก็บอะไร ควรเฝ้าระวังอะไร และควรระงับ (Suppress) อะไร",DNT Keep/Monitor/Suppress
pricing.what_you_get_title,pricing,OUTPUT,What You Get,สิ่งที่คุณจะได้รับ,
pricing.what_you_get_subtitle,pricing,OUTPUT,A cleaned list with clear recommendations.,รายชื่อที่ล้างแล้วพร้อมคำแนะนำที่ชัดเจน,
pricing.keep_title,pricing,OUTPUT,Cleared After Full Review,ผ่านการตรวจสอบอย่างละเอียดแล้ว,
pricing.keep_desc,pricing,OUTPUT,No risk patterns surfaced during review. Domain behavior and historical signals support continued sending.,ไม่พบรูปแบบความเสี่ยงระหว่างการตรวจสอบ พฤติกรรมโดเมนและสัญญาณในอดีตสนับสนุนให้ส่งต่อได้,
pricing.monitor_title,pricing,OUTPUT,Patterns Worth Watching,รูปแบบที่น่าจับตามอง,
pricing.monitor_desc,pricing,OUTPUT,"These require judgment. We surface historical patterns and relationship context.",สิ่งเหล่านี้ต้องใช้วิจารณญาณ เราเปิดเผยรูปแบบในอดีตและบริบทความสัมพันธ์,
pricing.suppress_title,pricing,OUTPUT,"Clear Risk, Clear Reasoning",ความเสี่ยงชัดเจน เหตุผลชัดเจน,
pricing.suppress_desc,pricing,OUTPUT,"Clear risk signals: known problem domains, disposable patterns, historical trap indicators.",สัญญาณความเสี่ยงชัดเจน: โดเมนที่มีปัญหา, รูปแบบอีเมลใช้แล้วทิ้ง, ตัวบ่งชี้กับดักในอดีต,
pricing.who_title,pricing,WHO FOR,Who This Is For,บริการนี้เหมาะกับใคร,
pricing.who_subtitle,pricing,WHO FOR,Marketers who already send email and want to protect their sender reputation.,นักการตลาดที่ส่งอีเมลอยู่แล้วและต้องการปกป้องชื่อเสียงผู้ส่ง (Sender Reputation),
pricing.who_note,pricing,WHO FOR,"If you care about long-term reputation, not just short-term volume, this is for you.","ถ้าคุณแคร์ชื่อเสียงระยะยาว ไม่ใช่แค่ปริมาณระยะสั้น นี่คือสิ่งที่คุณต้องการ",
pricing.who_item1,pricing,WHO FOR,Running campaigns but seeing declining engagement,กำลังรันแคมเปญแต่เห็นยอดการมีส่วนร่วมลดลง,
pricing.who_item2,pricing,WHO FOR,"Worried about bounces, complaints, or blocklists",กังวลเรื่องการตีกลับ (Bounces), การร้องเรียน, หรือการติด Blacklist,
pricing.who_item3,pricing,WHO FOR,Inheriting a list you did not build,รับช่วงต่อรายชื่อที่คุณไม่ได้สร้างเอง,
pricing.who_item4,pricing,WHO FOR,"Under pressure to ""just send"" but sensing risk","ถูกกดดันให้ ""ส่งๆ ไปเถอะ"" แต่รู้สึกถึงความเสี่ยง",
pricing.who_item5,pricing,WHO FOR,Trying to explain deliverability to a boss who does not get it,พยายามอธิบายเรื่อง Deliverability ให้หัวหน้าคนที่ไม่เข้าใจฟัง,
quiz.loading_analyzing,quiz,LOADING,Analyzing your responses...,กำลังวิเคราะห์คำตอบของคุณ...,
quiz.loading_comparing,quiz,LOADING,Comparing against common patterns,กำลังเปรียบเทียบกับรูปแบบทั่วไป,
quiz.loading_checking,quiz,LOADING,Checking risk indicators...,กำลังตรวจสอบตัวบ่งชี้ความเสี่ยง...,
quiz.loading_matching,quiz,LOADING,Matching against known patterns,กำลังจับคู่กับรูปแบบที่รู้จัก,
quiz.loading_preparing,quiz,LOADING,Preparing your diagnosis...,กำลังเตรียมผลวินิจฉัยของคุณ...,
quiz.step_indicator,quiz,INTRO,Question {n} of {total},คำถามที่ {n} จาก {total},Use {n} and {total} as placeholders
quiz.step_1_of_4,quiz,QUESTIONS,Question 1 of 4,คำถามที่ 1 จาก 4,
quiz.q1_text,quiz,QUESTIONS,How did the majority of these emails get on your list?,อีเมลส่วนใหญ่ในรายชื่อนี้มาได้อย่างไร?,
quiz.q2_text,quiz,QUESTIONS,Is your sending domain authenticated with DMARC?,โดเมนส่งอีเมลของคุณมีการยืนยันตัวตนด้วย DMARC หรือไม่?,DNT DMARC
quiz.q3_text,quiz,QUESTIONS,Have you run this list through a validation tool?,คุณเคยนำรายชื่อนี้ไปผ่านเครื่องมือตรวจสอบ (Validation) หรือไม่?,
quiz.q4_text,quiz,QUESTIONS,What brought you here today?,อะไรพาคุณมาที่นี่วันนี้?,
quiz.pattern_line,quiz,RESULTS,This is one of the most common patterns I see.,นี่เป็นหนึ่งในรูปแบบที่พบบ่อยที่สุดที่ฉันเจอ,
quiz.badge_higher_risk,quiz,RESULTS,Higher Risk,ความเสี่ยงสูงกว่า,
quiz.badge_critical,quiz,RESULTS,Critical,วิกฤต,
quiz.badge_high_risk,quiz,RESULTS,High Risk,ความเสี่ยงสูง,
quiz.badge_medium_risk,quiz,RESULTS,Medium Risk,ความเสี่ยงปานกลาง,
quiz.badge_low_risk,quiz,RESULTS,Low Risk,ความเสี่ยงต่ำ,
quiz.what_well_do,quiz,RESULTS,What we'll do,สิ่งที่เราจะทำ,
quiz.what_this_means,quiz,RESULTS,What this means,สิ่งนี้หมายความว่าอย่างไร,
quiz.reality_check_title,quiz,RESULTS,What we'll do,สิ่งที่เราจะทำ,
quiz.reality_check_title_alt,quiz,RESULTS,What this means,สิ่งนี้หมายความว่าอย่างไร,
quiz.cta_talk_specialist,quiz,RESULTS,Talk to a Specialist,คุยกับผู้เชี่ยวชาญ,
quiz.cta_full_review,quiz,RESULTS,Get a full review,รับการตรวจสอบฉบับเต็ม,
quiz.cta_diagnose,quiz,RESULTS,Let's diagnose this,มาวินิจฉัยเรื่องนี้กัน,
quiz.cta_clarity,quiz,RESULTS,Get clarity on your list,สร้างความชัดเจนให้รายชื่อของคุณ,
quiz.cta_get_diagnosis,quiz,CTA,Get the diagnosis,รับผลวินิจฉัย,
quiz.cta_safety_check,quiz,CTA,Get a safety check,รับการตรวจสอบความปลอดภัย,
quiz.res_infra_headline,quiz,RESULTS,Your infrastructure may be the problem.,โครงสร้างพื้นฐานของคุณอาจเป็นปัญหา,
quiz.res_catchall_headline,quiz,RESULTS,Those ""Unknown"" addresses are not unknown to me.,ที่อยู่ ""Unknown"" เหล่านั้น ไม่ใช่สิ่งลึกลับสำหรับฉัน,
quiz.res_decay_headline,quiz,RESULTS,Your list is slowly suffocating your delivery.,รายชื่อของคุณกำลังค่อยๆ บั่นทอนการส่งอีเมลของคุณ,
quiz.res_preventive_headline,quiz,RESULTS,You are in a good spot. Let's keep it that way.,คุณอยู่ในจุดที่ดีแล้ว มาช่วยกันรักษาไว้เถอะ,
quiz.res_noconsent_headline,quiz,RESULTS,We can absolutely help clean your list.,เราช่วยล้างรายชื่อของคุณได้แน่นอน,
quiz.res_crisis_headline,quiz,RESULTS,You need triage, not just cleaning.,คุณต้องการการคัดแยกผู้ป่วย (Triage) ไม่ใช่แค่การล้าง,
quiz.res_toolfail_headline,quiz,RESULTS,Your validation tool missed something.,เครื่องมือตรวจสอบของคุณพลาดอะไรบางอย่างไป,
